Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2015,Tajikistan,"1,321","1,812","2,672","3,863","5,141","6,704","8,189","9,772","11,327","12,975","14,871","16,497","17,384","16,519","13,283","14,132","156,462"
2015,Turkmenistan,"1,400","1,670","2,405","3,182","3,972","4,936","5,966","6,780","7,500","8,095","8,613","9,031","9,121","9,419","10,684","12,089","104,863"
2015,Uzbekistan,"7,557","10,873","15,021","19,157","23,930","29,662","35,390","39,308","43,748","46,293","49,793","51,222","53,502","60,478","66,579","72,652","625,165"
2015,Eastern Asia,"78,808","83,216","81,699","154,217","366,789","447,501","441,739","403,423","401,333","360,211","275,596","233,462","180,610","149,326","117,149","267,582","4,042,661"
2015,China,"24,830","22,940","18,547","20,684","28,011","33,372","35,709","35,226","32,630","29,049","24,223","20,233","16,204","13,774","10,192","12,286","377,910"
2015,"China, Hong Kong SAR","6,333","19,552","25,719","54,845","98,192","164,041","185,440","169,746","174,415","151,429","108,026","110,145","94,364","87,399","71,748","197,314","1,718,708"
2015,"China, Macao SAR",894,"2,630","3,066","5,546","10,687","18,114","19,019","18,354","20,275","19,838","18,953","15,918","12,287","8,486","4,664","8,280","187,011"
2015,Dem. People's Republic of Korea,"1,282","1,145","1,004","1,288","2,025","2,498","2,591","2,443","2,192","1,911","1,535","1,251",977,920,602,684,"24,348"
2015,Japan,"36,887","31,422","28,689","56,014","137,988","146,185","137,988","125,692","122,959","110,664","83,339","58,747","43,718","34,154","27,323","46,465","1,228,234"
2015,Mongolia,202,241,198,221,467,535,433,465,473,441,349,280,181,101,84,92,"4,763"
2015,Republic of Korea,"8,380","5,286","4,476","15,619","89,419","82,756","60,559","51,497","48,389","46,879","39,171","26,888","12,879","4,492","2,536","2,461","501,687"
2015,Southern Asia,"185,042","210,166","250,584","353,340","531,660","701,969","743,499","719,268","633,139","544,394","498,396","433,898","320,342","243,375","192,968","352,404","6,914,444"
2015,Afghanistan,"29,554","31,247","28,963","20,298","19,628","20,644","19,932","18,031","15,679","13,066","10,253","7,551","4,439","1,068",533,651,"241,537"
2015,Bangladesh,"37,663","31,776","32,248","55,389","87,267","100,481","88,812","67,477","56,272","40,479","28,366","18,483","11,669","6,831","4,340","3,217","670,770"
2015,Bhutan,304,536,665,690,323,"1,197",935,885,807,815,677,590,497,288,207,249,"9,665"
2015,India,"14,537","36,084","48,375","89,717","141,241","211,018","235,766","239,780","218,012","203,061","224,778","201,066","171,987","141,545","118,644","260,669","2,556,280"
2015,Iran (Islamic Republic of),"80,781","79,439","96,825","118,172","148,584","163,986","153,638","130,693","96,195","67,642","46,674","39,633","27,713","15,595","6,236","9,378","1,281,184"
2015,Maldives,318,150,75,130,852,"2,103","1,686","1,123",635,417,225,127,55,20,6,6,"7,928"
2015,Nepal,"5,446","5,772","5,241","12,755","22,015","33,135","44,052","44,354","40,764","36,568","27,918","22,500","16,670","12,355","10,688","13,066","353,299"
2015,Pakistan,"14,664","22,920","35,762","54,100","110,227","168,280","197,652","215,979","203,921","181,581","158,845","143,404","86,775","65,029","51,674","64,007","1,774,820"
2015,Sri Lanka,"1,775","2,242","2,430","2,089","1,523","1,125","1,026",946,854,765,660,544,537,644,640,"1,161","18,961"
2015,South-Eastern Asia,"167,162","153,220","162,656","264,369","508,754","691,247","659,488","534,749","419,952","312,776","224,923","161,113","117,821","83,923","55,769","100,040","4,617,962"
2015,Brunei Darussalam,"2,996","2,392","2,150","2,512","3,772","4,288","4,301","3,971","3,492","3,744","3,400","2,610","1,929","1,358",798,839,"44,552"
2015,Cambodia,463,753,832,"1,443","4,785","5,776","4,475","3,273","2,802","2,482","2,138","1,752","1,248",763,614,510,"34,109"
2015,Indonesia,"14,442","10,874","12,924","15,267","15,931","14,382","13,408","11,419","8,712","6,749","4,574","3,594","2,804","2,152","1,541","2,634","141,407"
2015,Lao People's Democratic Republic,984,"1,100","1,176","1,269","1,593","2,043","2,381","2,419","2,133","1,589","1,207",963,699,503,231,368,"20,658"
2015,Malaysia,"30,357","29,270","26,400","61,019","147,408","203,899","175,754","124,975","92,402","61,021","37,840","23,112","14,250","8,747","5,767","7,363","1,049,584"
2015,Myanmar,"1,949","1,848","2,210","2,582","3,012","3,048","3,179","2,875","2,393","2,022","1,786","1,567","1,618","1,312",744,986,"33,131"
2015,Philippines,"11,014","8,572","7,099","6,920","7,399","7,864","8,328","8,523","7,986","6,753","5,145","3,823","2,947","2,140","1,899","5,667","102,079"
2015,Singapore,"29,445","34,482","49,599","69,610","96,756","133,935","164,857","173,195","158,732","132,650","105,930","84,113","64,746","45,096","25,733","51,773","1,420,652"
2015,Thailand,"73,440","62,058","58,362","101,441","225,105","312,171","278,595","200,134","137,890","93,193","60,933","37,970","26,277","20,670","17,774","29,326","1,735,339"
2015,Timor-Leste,393,353,275,275,382,601,810,754,596,439,346,178,162,113,76,73,"5,826"
2015,Viet Nam,"1,679","1,518","1,629","2,031","2,611","3,240","3,400","3,211","2,814","2,134","1,624","1,431","1,141","1,069",592,501,"30,625"
2015,Western Asia,"1,346,205","1,141,246","955,251","847,402","1,081,434","1,564,088","1,727,539","1,526,260","1,154,358","839,089","577,357","440,225","338,956","247,347","198,893","328,927","14,314,577"
2015,Armenia,"1,668","2,026","1,782","3,212","5,165","5,429","4,558","6,576","8,615","8,187","9,291","10,396","10,010","11,004","11,997","13,847","113,763"
2015,Azerbaijan,"3,154","3,680","3,882","5,235","7,977","10,252","11,988","13,186","13,027","11,517","9,902","8,976","8,511","8,463","7,303","10,588","137,641"
2015,Bahrain,"13,142","13,225","13,644","12,279","10,615","18,573","31,750","29,164","18,867","14,016","7,543","4,761","3,127","2,065",858,"1,542","195,171"
2015,Cyprus,971,"2,639","3,309","4,730","10,763","14,925","15,226","14,398","11,069","8,220","6,086","3,912","3,961","3,521","1,863","2,274","107,867"
2015,Georgia,"1,502","2,051","1,951","2,396","1,901","2,309","2,179","2,148","2,110","2,142","2,906","3,308","3,764","3,207","2,910","6,331","43,115"
2015,Iraq,"3,487","5,989","6,997","11,246","18,329","21,454","18,924","15,192","12,217","10,180","7,609","5,713","5,367","3,509","2,228","1,707","150,148"
2015,Israel,"11,210","18,483","28,385","42,514","65,060","78,845","76,917","73,944","73,799","78,605","84,142","83,924","77,903","74,844","69,180","161,073","1,098,828"
2015,Jordan,"254,908","205,029","161,426","124,785","109,240","120,138","106,182","93,123","81,530","69,184","55,567","44,725","40,009","32,703","21,837","24,463","1,544,849"
2015,Kuwait,"65,264","61,739","45,863","35,876","77,730","105,878","162,252","137,259","118,191","82,665","40,552","21,386","11,291","5,677","3,020","3,273","977,916"
2015,Lebanon,"155,244","132,093","112,906","75,851","82,905","73,763","70,721","67,994","62,146","52,062","43,081","37,208","23,896","12,793","9,596","12,520","1,024,779"
2015,Oman,"16,359","15,548","12,387","8,533","20,612","69,356","56,747","44,336","29,745","17,548","11,243","6,289","2,693","1,254",605,714,"313,969"
2015,Qatar,"16,576","14,489","16,233","12,220","22,377","51,338","55,764","33,289","24,982","12,060","5,958","3,744","1,201",613,283,152,"271,279"
2015,Saudi Arabia,"349,133","325,570","270,040","221,885","242,635","433,444","490,545","412,483","234,094","133,903","81,089","47,155","25,533","15,467","12,689","14,199","3,309,864"
2015,State of Palestine,"1,943","3,206","8,087","14,336","18,100","18,614","15,968","12,104","8,337","6,000","4,687","4,546","4,810","5,063","6,831","9,638","142,270"
2015,Syrian Arab Republic,"27,728","23,986","20,875","20,063","44,247","65,921","78,047","64,592","51,600","37,256","24,782","15,087","6,581","2,935","1,606",974,"486,280"
2015,Turkey,"209,141","122,699","120,559","146,132","163,439","204,432","215,755","218,691","201,871","147,771","107,069","96,265","84,820","52,493","40,309","60,076","2,191,522"
2015,United Arab Emirates,"191,707","173,398","117,153","95,799","166,383","252,247","296,405","271,254","188,347","136,628","67,024","35,615","19,788","7,245","2,990","2,833","2,024,816"
2015,Yemen,"23,068","15,396","9,772","10,310","13,956","17,170","17,611","16,527","13,811","11,145","8,826","7,215","5,691","4,491","2,788","2,723","180,500"
2015,EUROPE,"440,292","702,330","900,486","1,310,832","2,271,217","3,442,972","3,946,070","3,940,740","3,780,646","3,527,537","3,289,107","2,917,623","2,396,311","1,861,055","1,519,644","2,575,086","38,822,374"
2015,Eastern Europe,"129,396","147,027","171,051","305,528","595,758","806,589","842,233","853,978","887,005","940,309","976,646","933,587","819,973","629,395","584,779","854,929","10,478,183"
2015,Belarus,"1,766","4,269","4,360","7,828","22,051","38,598","38,963","39,728","42,441","52,006","66,521","64,595","57,017","51,153","38,161","57,487","586,944"
2015,Bulgaria,"11,593","4,836","2,384","1,641","3,529","4,276","4,484","4,287","4,045","3,877","4,840","5,940","5,412","3,650","2,963","6,690","74,447"
2015,Czechia,864,"2,624","3,881","6,566","12,504","22,725","28,446","25,647","20,659","15,211","13,080","9,486","6,749","3,668","1,889","3,227","177,226"
2015,Hungary,"6,905","6,966","6,232","7,663","15,112","21,469","21,551","22,441","22,196","19,339","13,879","14,471","13,165","13,308","11,605","23,487","239,789"
2015,Poland,"9,319","15,918","6,974","6,011","9,310","10,166","8,992","8,638","7,481","4,956","4,066","6,190","7,492","18,828","67,893","162,998","355,232"
2015,Republic of Moldova,"4,027","4,052","2,857","1,674","1,993","3,247","3,929","3,993","4,283","5,552","7,709","9,618","9,903","8,360","7,183","13,979","92,359"
2015,Romania,"29,073","15,171","7,180","5,371","9,815","11,904","9,485","6,766","4,667","3,427","3,184","2,316","1,873","6,277","7,137","10,644","134,290"
2015,Russian Federation,"50,104","71,428","99,648","189,897","390,936","534,696","551,243","536,855","526,706","539,676","558,113","530,332","455,586","293,133","240,152","359,560","5,928,065"
2015,Slovakia,"3,088","4,336","1,899","1,248","2,506","4,484","4,821","4,878","5,290","6,069","6,552","6,777","8,100","9,872","6,947","11,746","88,613"
2015,Ukraine,"12,657","17,427","35,636","77,629","128,002","155,024","170,319","200,745","249,237","290,196","298,702","283,862","254,676","221,146","200,849","205,111","2,801,218"
2015,Northern Europe,"100,888","183,852","218,284","278,925","456,201","742,451","868,284","761,003","630,453","521,913","457,258","403,589","317,092","255,334","215,075","442,536","6,853,138"
2015,Channel Islands,323,517,884,"1,551","2,292","3,239","4,024","4,414","4,469","4,247","3,881","3,564","2,957","2,189","1,393","3,025","42,969"
2015,Denmark,"4,134","8,390","8,553","12,350","28,209","39,545","37,853","32,300","27,826","25,350","22,202","17,150","12,010","9,311","7,527","11,735","304,445"
2015,Estonia,577,490,394,593,"2,217","2,517","3,039","3,660","4,269","6,060","10,245","13,663","14,164","12,537","10,237","29,978","114,640"
2015,Faeroe Islands,148,236,281,345,162,141,174,204,205,196,198,124,85,82,58,83,"2,722"
2015,Finland,"2,371","5,802","6,642","6,835","11,304","19,093","21,781","18,724","16,620","13,285","11,061","8,112","4,934","2,921","1,901","4,155","155,541"
2015,Iceland,552,884,"1,107","1,224","2,000","2,650","2,672","2,224","1,740","1,449","1,180",853,508,297,224,438,"20,002"
2015,Ireland,"13,514","14,253","20,918","22,900","25,759","44,750","51,486","49,729","39,557","29,226","19,078","15,832","13,383","10,239","7,063","12,358","390,045"
2015,Isle of Man,213,430,523,777,"1,392","2,122","2,283","2,086","1,915","1,795","1,615","1,591","1,377","1,244","1,046","2,419","22,828"
2015,Latvia,"1,529",706,437,470,"1,022","1,956","3,017","3,782","5,472","9,551","15,229","19,400","19,833","18,386","16,340","44,277","161,407"
2015,Lithuania,"4,169",785,626,505,778,"1,414","1,985","2,501","3,250","5,302","8,432","11,600","8,900","6,595","5,686","15,985","78,513"
2015,Norway,"6,734","13,666","15,539","16,865","26,014","45,789","50,486","43,346","36,211","29,375","22,891","16,379","11,225","7,990","5,610","8,885","357,005"
2015,Sweden,"9,057","22,396","28,661","33,449","46,637","75,041","85,083","78,755","73,505","68,394","62,241","53,831","47,032","41,174","29,170","61,226","815,652"
2015,United Kingdom,"57,567","115,297","133,719","181,061","308,415","504,194","604,401","519,278","415,414","327,683","279,005","241,490","180,684","142,369","128,820","247,972","4,387,369"
2015,Southern Europe,"62,702","128,520","228,272","354,489","495,689","746,912","936,253","1,025,365","1,005,578","887,603","719,663","555,843","410,464","294,401","219,737","324,293","8,396,210"
2015,Albania,"4,751","3,482","3,304","2,878","2,436","2,271","1,339",925,571,511,442,455,361,338,518,932,"25,514"
2015,Andorra,314,309,478,554,588,"1,073","1,794","2,166","2,156","2,137","2,098","1,702","1,261",999,701,"1,531","19,861"
2015,Bosnia and Herzegovina,856,842,773,860,"1,354","2,016","2,214","2,173","2,023","1,683","1,344","1,087",933,773,665,578,"20,174"
2015,Croatia,"1,393","2,711","5,118","9,162","14,202","17,079","19,805","25,172","26,952","30,218","31,142","28,705","24,601","20,136","21,857","30,213","308,466"
2015,Gibraltar,481,422,377,306,398,533,627,583,495,382,299,227,158,78,39,69,"5,474"
2015,Greece,"7,126","6,825","11,484","20,299","36,672","59,374","72,976","80,247","88,350","76,450","61,635","48,571","34,683","23,124","14,664","29,916","672,396"
2015,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,429
2015,Italy,"19,565","47,224","82,177","131,867","185,065","300,380","370,472","407,416","400,861","360,963","288,708","213,130","138,005","83,147","53,282","85,265","3,167,527"
2015,Malta,259,514,483,630,"1,379","2,132","2,275","2,140","1,989","1,986","1,464","1,144",900,948,644,895,"19,782"
2015,Montenegro,613,941,990,"1,557","2,966","4,227","4,716","4,940","4,372","3,905","3,691","3,760","3,791","3,398","1,696","3,431","48,994"
2015,Portugal,"3,984","6,265","9,025","21,024","30,535","36,794","46,610","59,662","75,305","53,136","37,037","27,262","21,268","14,516","9,337","14,664","466,424"
2015,San Marino,88,88,110,145,196,242,285,301,282,229,158,85,34,23,13,31,"2,310"
2015,Serbia,"1,934","2,515","3,620","6,953","14,487","21,533","26,171","31,725","34,929","37,416","43,091","49,194","49,252","39,401","37,836","52,204","452,261"
2015,Slovenia,911,"1,837","2,219","2,699","3,847","5,940","7,065","7,468","7,993","9,761","12,093","12,238","9,661","6,267","4,826","8,331","103,156"
2015,Spain,"17,630","51,823","105,694","153,626","199,932","291,282","376,761","396,201","354,130","302,669","229,453","160,649","117,422","93,094","66,380","90,462","3,007,208"
2015,TFYR Macedonia,"2,797","2,722","2,420","1,929","1,632","2,036","3,143","4,246","5,170","6,157","7,008","7,634","8,134","8,159","7,279","5,768","76,234"
2015,Western Europe,"147,306","242,931","282,879","371,890","723,569","1,147,020","1,299,300","1,300,394","1,257,610","1,177,712","1,135,540","1,024,604","848,782","681,925","500,053","953,328","13,094,843"
2015,Austria,"8,105","13,956","18,499","25,838","50,891","77,631","80,628","77,065","78,328","73,058","59,293","49,559","44,951","34,364","31,592","52,146","775,904"
2015,Belgium,"36,952","30,061","26,878","27,240","47,301","67,339","68,286","59,709","53,366","44,795","36,072","28,885","24,183","18,705","15,448","31,212","616,432"
2015,France,"44,717","77,837","100,937","130,550","191,352","273,902","335,029","352,184","343,672","336,170","347,864","357,160","327,305","267,013","195,617","410,530","4,091,839"
2015,Germany,"34,919","74,669","80,872","115,470","301,480","518,557","562,813","553,505","525,508","481,286","473,585","415,774","317,081","255,241","175,134","296,563","5,182,457"
2015,Liechtenstein,484,426,417,425,510,743,"1,056","1,179","1,288","1,239","1,116",883,706,566,509,647,"12,194"
2015,Luxembourg,"1,682","3,433","4,098","4,636","6,285","11,232","14,034","14,804","14,328","13,122","10,909","8,205","6,399","5,127","3,496","6,355","128,145"
2015,Monaco,191,222,275,289,291,321,414,596,796,915,933,917,937,945,880,"1,794","10,716"
2015,Netherlands,"10,381","19,685","23,474","33,024","68,673","95,329","105,817","107,121","115,167","102,928","92,254","75,431","61,682","46,464","31,885","54,690","1,044,005"
2015,Switzerland,"9,875","22,642","27,429","34,418","56,786","101,966","131,223","134,231","125,157","124,199","113,514","87,790","65,538","53,500","45,492","99,391","1,233,151"
2015,LATIN AMERICA AND THE CARIBBEAN,"268,041","295,991","258,851","282,424","348,806","426,858","428,362","399,106","356,622","313,229","269,613","245,431","213,359","164,455","134,089","264,776","4,670,013"
2015,Caribbean,"24,008","27,692","33,011","42,830","65,874","73,819","69,720","65,549","60,075","53,619","45,167","35,057","27,776","17,948","13,082","20,164","675,391"
2015,Anguilla,221,186,163,157,191,249,286,299,276,226,177,137,107,90,34,78,"2,877"
2015,Antigua and Barbuda,436,449,555,794,"1,286","1,536","1,711","1,641","1,663","1,604","1,360",951,568,387,245,373,"15,559"
2015,Aruba,350,432,528,628,"1,261","1,911","2,141","2,175","2,252","2,288","1,964","1,431","1,017",667,384,577,"20,006"
2015,Bahamas,"1,006","1,082",874,899,"1,558","3,059","3,675","3,776","3,442","2,820","1,799","1,513","1,229","1,017",784,779,"29,312"
2015,Barbados,621,612,789,993,"1,344","1,650","1,749","1,755","1,766","1,732","1,530","1,283",980,805,576,802,"18,987"
2015,British Virgin Islands,276,350,384,506,851,"1,058","1,058",983,946,946,710,602,361,277,189,205,"9,702"
2015,Caribbean Netherlands,92,149,293,370,511,546,577,476,670,703,647,515,379,303,231,248,"6,710"
2015,Cayman Islands,293,415,422,533,"1,126","1,285","1,197","1,235",996,"1,108",920,698,409,363,263,320,"11,583"
2015,Cuba,100,134,146,239,355,536,739,767,691,655,608,542,373,311,311,879,"7,386"
2015,Curaçao,380,659,"1,043","1,116","1,618","1,731","1,718","1,869","2,039","2,173","2,016","1,614","1,199",978,723,"1,268","22,144"
2015,Dominica,349,367,345,332,311,275,239,198,159,123,106,83,79,76,72,78,"3,192"
2015,Dominican Republic,"8,643","9,082","10,911","16,889","28,153","27,971","18,475","12,465","9,112","6,202","4,914","3,113","2,785","1,659","1,341","1,959","163,674"
2015,Grenada,292,233,186,204,245,365,469,312,251,226,183,168,110,102,71,138,"3,555"
2015,Guadeloupe,"1,758","3,500","4,143","4,550","4,245","5,348","6,287","6,268","5,406","4,360","3,276","2,116","1,481",836,480,595,"54,649"
2015,Haiti,"1,241","1,011",867,949,"1,369","1,674","1,669","1,431","1,283","1,242","1,112",928,715,548,375,341,"16,755"
2015,Jamaica,"1,036",861,711,827,878,746,779,830,828,871,771,505,455,322,288,693,"11,401"
2015,Martinique,"1,122","1,575","2,350","2,957","2,789","3,117","3,557","3,705","3,375","2,847","2,295","1,772","1,267",827,649,538,"34,742"
2015,Montserrat,55,49,32,32,41,57,66,68,58,53,46,26,14,12,9,37,655
2015,Puerto Rico,"1,956","2,597","3,293","4,298","11,647","14,000","16,119","17,819","17,469","16,324","13,763","10,172","8,401","3,688","2,591","5,441","149,578"
2015,Saint Kitts and Nevis,274,282,310,299,284,288,302,304,272,232,182,140,105,85,74,94,"3,527"
2015,Saint Lucia,396,430,522,557,455,532,637,600,541,411,302,199,201,158,131,253,"6,325"
2015,Saint Vincent and the Grenadines,211,214,227,237,221,183,159,159,161,146,119,91,68,52,42,50,"2,340"
2015,Sint Maarten (Dutch part),506,670,949,"1,128","1,122","1,100","1,197","1,269","1,301","1,220","1,044",859,735,582,291,245,"14,218"
2015,Trinidad and Tobago,"1,199","1,086","1,368","1,336","1,550","1,733","1,772","2,006","1,917","1,734","1,739","1,957","1,525","1,232","1,027","2,376","25,557"
2015,Turks and Caicos Islands,643,576,590,746,"1,029","1,201","1,172","1,071",967,860,708,539,393,241,108,120,"10,964"
2015,United States Virgin Islands,552,691,"1,010","1,254","1,434","1,668","1,970","2,068","2,234","2,513","2,876","3,103","2,820","2,330","1,793","1,677","29,993"
2015,Central America,"137,074","145,715","90,559","78,073","68,000","76,364","77,776","71,674","61,009","52,206","43,417","33,681","27,142","18,834","13,848","25,244","1,020,616"
2015,Belize,771,857,943,"1,424","2,375","3,182","3,345","3,104","2,721","2,278","1,814","1,454","1,051",750,496,607,"27,172"
2015,Costa Rica,"3,584","4,671","5,300","9,340","15,681","22,547","25,216","25,867","24,144","21,268","17,546","12,992","9,043","6,218","4,466","6,201","214,084"
2015,El Salvador,"1,000",906,873,"1,368","2,170","2,702","2,650","2,147","1,820","1,668","1,351","1,038",732,580,398,646,"22,049"
2015,Guatemala,"2,232","1,867","1,683","2,259","3,458","4,516","4,871","4,688","4,173","3,495","2,596","1,839","1,271",917,663,688,"41,216"
2015,Honduras,"1,279","1,009",909,"1,295","2,105","2,290","1,954","1,620","1,336","1,128",899,728,560,433,320,336,"18,201"
2015,Mexico,"124,761","132,058","75,051","55,095","31,942","28,747","28,076","23,601","17,323","14,035","12,348","10,107","10,001","6,838","5,245","13,258","588,486"
2015,Nicaragua,"1,998","1,561","1,778","1,894","2,627","2,509","1,425","1,099",966,865,719,609,493,365,270,361,"19,539"
2015,Panama,"1,449","2,786","4,022","5,398","7,642","9,871","10,239","9,548","8,526","7,469","6,144","4,914","3,991","2,733","1,990","3,147","89,869"
2015,South America,"106,959","122,584","135,281","161,521","214,932","276,675","280,866","261,883","235,538","207,404","181,029","176,693","158,441","127,673","107,159","219,368","2,974,006"
2015,Argentina,"14,330","23,537","32,468","51,660","75,933","101,343","106,221","100,986","92,431","83,249","72,630","81,078","71,747","58,872","48,257","111,250","1,125,992"
2015,Bolivia (Plurinational State of),"8,264","6,579","5,770","5,209","5,880","6,957","5,987","4,719","4,159","3,646","3,048","2,335","1,728","1,411",991,"1,367","68,050"
2015,Brazil,"7,984","14,174","14,750","14,826","20,375","28,005","25,814","21,284","19,051","14,967","15,380","16,363","20,912","18,969","17,922","58,954","329,730"
2015,Chile,"13,765","13,239","14,912","16,130","26,853","32,607","30,943","27,543","20,500","13,333","9,045","7,020","6,507","3,332","3,487","9,020","248,236"
2015,Colombia,"7,336","5,490","5,153","5,793","6,417","6,651","5,770","4,535","3,623","3,018","2,538","2,250","1,865","1,741","1,291","1,555","65,026"
2015,Ecuador,"17,447","21,307","19,573","17,371","17,204","18,187","16,676","14,857","11,622","9,077","6,946","5,570","4,496","2,385","1,703","2,740","187,161"
2015,Falkland Islands (Malvinas),47,41,37,46,59,72,79,78,69,52,36,23,20,11,7,21,698
2015,French Guiana,"1,361","1,731","2,446","3,741","4,571","7,195","7,281","6,347","5,463","4,639","3,522","2,742","1,863","1,149",803,855,"55,709"
2015,Guyana,518,389,335,503,821,"1,016",894,696,535,414,300,226,177,137,92,102,"7,155"
2015,Paraguay,"2,818","3,243","4,100","4,913","5,968","6,876","7,516","7,532","6,957","6,074","4,966","4,108","3,212","2,564","1,760","2,552","75,159"
2015,Peru,"3,226","3,565","4,024","3,629","2,869","2,956","3,417","3,356","3,030","2,742","2,487","2,308","2,202","2,087","1,857","1,921","45,676"
2015,Suriname,"1,918","1,799","1,846","1,915","2,009","2,040","1,962","1,749","1,464","1,182",963,780,611,459,254,316,"21,267"
2015,Uruguay,"2,308","2,148","1,999","1,896","2,554","2,967","2,702","2,360","2,101","2,062","2,060","2,060","1,897","3,031","3,634","7,378","43,157"
2015,Venezuela (Bolivarian Republic of),"25,637","25,342","27,868","33,889","43,419","59,803","65,604","65,841","64,533","62,949","57,108","49,830","41,204","31,525","25,101","21,337","700,990"
2015,NORTHERN AMERICA,"175,999","392,626","608,375","972,740","1,415,732","2,168,138","2,718,723","2,935,522","2,994,399","2,805,030","2,548,480","2,170,853","1,886,483","1,569,694","1,164,122","2,191,078","28,717,994"
2015,Bermuda,268,292,273,304,397,"1,022","1,114","1,075",944,857,811,666,522,423,329,493,"9,790"
2015,Canada,"26,136","95,133","123,644","138,637","170,963","297,739","392,663","365,370","348,326","344,268","328,189","278,212","250,430","240,828","192,417","348,779","3,941,734"
2015,Greenland,88,120,96,57,99,233,297,238,189,160,154,138,128,36,10,15,"2,058"
2015,Saint Pierre and Miquelon,22,25,33,34,32,42,48,49,44,38,32,22,11,6,5,27,470
2015,United States of America,"149,485","297,056","484,329","833,708","1,244,241","1,869,102","2,324,601","2,568,790","2,644,896","2,459,707","2,219,294","1,891,815","1,635,392","1,328,401","971,361","1,841,764","24,763,942"
2015,OCEANIA,"45,788","94,386","120,328","161,679","255,833","360,983","391,020","342,073","334,287","327,384","324,226","290,946","257,969","247,135","180,928","356,300","4,091,265"
2015,Australia/New Zealand,"38,723","87,970","113,126","153,236","246,458","348,844","377,017","327,718","320,304","315,473","314,243","283,144","252,232","242,507","177,779","352,485","3,951,259"
2015,Australia,"31,699","72,299","91,070","123,410","209,841","303,891","329,012","283,931","270,091","267,181","272,181","248,711","222,360","216,470","157,840","314,323","3,414,310"
2015,New Zealand,"7,024","15,671","22,056","29,826","36,617","44,953","48,005","43,787","50,213","48,292","42,062","34,433","29,872","26,037","19,939","38,162","536,949"
2015,Melanesia,"3,183","2,496","2,521","2,881","3,139","3,700","4,231","4,341","4,472","4,306","3,688","3,005","2,510","2,199","1,472","1,838","49,982"
2015,Fiji,402,331,286,343,485,617,649,627,563,482,391,321,277,216,146,194,"6,330"
2015,New Caledonia,635,738,"1,164","1,427","1,691","2,089","2,533","2,624","2,921","3,003","2,615","2,139","1,812","1,674","1,126","1,478","29,669"
2015,Papua New Guinea,"1,918","1,230",908,967,800,775,772,794,725,610,513,414,320,228,158,112,"11,244"
2015,Solomon Islands,73,72,66,54,52,79,122,137,118,90,70,58,48,38,28,30,"1,135"
2015,Vanuatu,155,125,97,90,111,140,155,159,145,121,99,73,53,43,14,24,"1,604"
2015,Micronesia,"2,191","2,129","2,597","3,500","4,153","5,773","6,564","6,652","6,123","4,738","3,740","2,908","1,910","1,422","1,136","1,307","56,843"
2015,Guam,"1,153","1,204","1,699","2,398","2,826","3,970","4,196","3,817","3,640","2,874","2,529","2,088","1,351","1,080",940,"1,078","36,843"
2015,Kiribati,76,81,102,149,162,157,146,122,112,93,49,38,34,20,12,27,"1,380"
2015,Marshall Islands,122,93,73,71,110,138,155,142,110,80,59,39,26,19,8,28,"1,273"
2015,Micronesia (Fed. States of),85,85,97,93,98,123,146,140,109,83,66,53,41,28,17,19,"1,283"
2015,Nauru,92,68,62,77,119,156,159,146,129,108,78,55,43,31,24,34,"1,381"
2015,Northern Mariana Islands,604,539,513,622,693,"1,008","1,480","2,026","1,769","1,249",772,495,338,213,120,107,"12,548"
2015,Palau,59,59,51,90,145,221,282,259,254,251,187,140,77,31,15,14,"2,135"
2015,Polynesia,"1,691","1,791","2,084","2,062","2,083","2,666","3,208","3,362","3,388","2,867","2,555","1,889","1,317","1,007",541,670,"33,181"
2015,American Samoa,402,363,504,679,804,966,"1,141","1,189","1,211","1,135","1,077",766,501,371,216,190,"11,515"
2015,Cook Islands,235,168,158,181,220,229,193,149,123,100,82,64,48,47,26,51,"2,074"
2015,French Polynesia,371,609,784,576,431,856,"1,297","1,501","1,616","1,293","1,141",855,606,456,225,305,"12,922"
2015,Niue,39,35,31,26,23,20,19,16,11,8,6,5,5,5,2,4,255
2015,Samoa,309,306,297,279,245,202,160,135,117,96,75,61,52,47,40,39,"2,460"
2015,Tokelau,31,38,40,37,29,21,13,9,5,4,3,3,1,6,7,7,254
2015,Tonga,232,189,167,159,181,207,223,218,185,136,96,74,60,46,14,40,"2,227"
2015,Tuvalu,3,2,3,3,4,4,4,5,5,5,3,2,1,..,..,19,63
2015,Wallis and Futuna Islands,69,81,100,122,146,161,158,140,115,90,72,59,43,29,11,15,"1,411"
2017,WORLD,"3,844,020","4,178,188","4,293,443","5,300,308","8,111,138","11,439,091","12,892,403","12,597,108","11,555,358","10,350,003","9,034,025","7,825,239","6,510,399","5,302,233","4,151,654","7,251,260","124,636,567"
2017,More developed regions,"714,811","1,250,806","1,677,449","2,465,756","4,216,336","6,273,393","7,412,270","7,642,831","7,441,804","7,006,770","6,421,976","5,690,761","4,819,481","3,995,343","3,104,876","5,493,836","75,628,927"
